관광지명,주소,지역,합산 검색 수,태그,동반유형
혜천농원,전남 곡성군 삼오삼응길 6-0,전라남도 곡성군,70,농어촌체험,"['친구', '기타가족', '부모님']"
횡탄정인증센터,전남 곡성군,전라남도 곡성군,384,기타레저스포츠,"['친구', '기타가족', '부모님']"
곡성짚라인,전남 곡성군 섬진강로 1492-0,전라남도 곡성군,140,기타레저스포츠,"['친구', '기타가족', '부모님']"
곡성코스모스축제,전남 곡성군,전라남도 곡성군,100,기타레저스포츠,"['친구', '기타가족', '부모님']"
섬진강레일바이크,전남 곡성군 섬진강로 1465-0,전라남도 곡성군,2954,유원지,"['친구', '기타가족', '부모님']"
대황강출렁다리,전남 곡성군,전라남도 곡성군,1629,유원지,"['친구', '기타가족', '부모님']"
섬진강도깨비마을,전남 곡성군 호곡도깨비길 119-97,전라남도 곡성군,1351,유원지,"['친구', '기타가족', '부모님']"
곡성아트빌리지시그나기,전남 곡성군 섬진강로 1455-0,전라남도 곡성군,380,유원지,"['친구', '기타가족', '부모님']"
침실습지,전남 곡성군 오지3길 0-0,전라남도 곡성군,244,유원지,"['친구', '기타가족', '부모님']"
곡성천벚꽃길,전남 곡성군,전라남도 곡성군,127,유원지,"['친구', '기타가족', '부모님']"
노온사저수지,경기 광명시,경기도 광명시,2851,호수,"['연인', '기타가족', '친구']"
광명전통시장,경기 광명시 광이로13번길 17-5,경기도 광명시,59079,시장,"['연인', '기타가족', '친구']"
광명새마을시장,경기 광명시 광명로831번길 34-0,경기도 광명시,21395,시장,"['연인', '기타가족', '친구']"
중앙시장,경기 광명시 철산로30번길 19-0,경기도 광명시,574,시장,"['연인', '기타가족', '친구']"
아방리낚시터,경기 광명시 범안로 740-12,경기도 광명시,2206,낚시,"['연인', '기타가족', '친구']"
장절샘터낚시터,경기 광명시 장절로 96-33,경기도 광명시,2115,낚시,"['연인', '기타가족', '친구']"
노리실낚시터,경기 광명시 가학로 195-32,경기도 광명시,371,낚시,"['연인', '기타가족', '친구']"
해적왕실내낚시카페광명점,경기 광명시 하안로 311-0,경기도 광명시,148,낚시,"['연인', '기타가족', '친구']"
뉴서울다이빙풀,경기 광명시 하안로288번길 15-0,경기도 광명시,351,스쿠버다이빙,"['연인', '기타가족', '친구']"
광명에디슨박물관,경기 광명시 일직로12번길 24-0,경기도 광명시,4277,박물관,"['연인', '기타가족', '친구']"
충현박물관,경기 광명시 오리로347번길 5-6,경기도 광명시,1078,박물관,"['연인', '기타가족', '친구']"
기형도문학관,경기 광명시 오리로 268-0,경기도 광명시,957,기타 전시시설,"['연인', '기타가족', '친구']"
호반아트리움,경기 광명시 양지로 16-0,경기도 광명시,1155,미술관,"['연인', '기타가족', '친구']"
갤러리앨리스,경기 광명시 가학로15번길 14-3,경기도 광명시,463,미술관,"['연인', '기타가족', '친구']"
스피돔갤러리,경기 광명시 광명로 721-0,경기도 광명시,345,미술관,"['연인', '기타가족', '친구']"
도덕산캠핑장,경기 광명시 밤일안로42번길 69-0,경기도 광명시,11409,캠핑,"['연인', '기타가족', '친구']"
금강정사,경기 광명시 설월로 58-0,경기도 광명시,3900,불교,"['연인', '기타가족', '친구']"
불교사찰,경기 광명시 범안로 1063-0,경기도 광명시,280,불교,"['연인', '기타가족', '친구']"
도성사,경기 광명시 가림로215번길 8-1,경기도 광명시,171,불교,"['연인', '기타가족', '친구']"
광명문화원,경기 광명시 철망산로 42-0,경기도 광명시,2111,교육시설,"['연인', '기타가족', '친구']"
오리서원,경기 광명시 오리로 287-0,경기도 광명시,923,교육시설,"['연인', '기타가족', '친구']"
도덕산계곡,경기 광명시,경기도 광명시,206,계곡,"['연인', '기타가족', '친구']"
구름산,경기 광명시,경기도 광명시,1246,등산,"['연인', '기타가족', '친구']"
철탑농장옥길약수터,경기 광명시 금오로805번길 57-0,경기도 광명시,238,등산,"['연인', '기타가족', '친구']"
새빛공원,경기 광명시,경기도 광명시,4442,공원,"['연인', '기타가족', '친구']"
도덕산공원,경기 광명시,경기도 광명시,3759,공원,"['연인', '기타가족', '친구']"
충현역사공원,경기 광명시,경기도 광명시,2510,공원,"['연인', '기타가족', '친구']"
안터생태공원,경기 광명시,경기도 광명시,2297,공원,"['연인', '기타가족', '친구']"
너부대근린공원,경기 광명시,경기도 광명시,339,공원,"['연인', '기타가족', '친구']"
광명시어린이교통공원,경기 광명시 소하일로 51-0,경기도 광명시,293,공원,"['연인', '기타가족', '친구']"
사성공원,경기 광명시,경기도 광명시,279,공원,"['연인', '기타가족', '친구']"
개운어린이공원,경기 광명시 영당안로 49-0,경기도 광명시,260,공원,"['연인', '기타가족', '친구']"
철산배수지 쌈지공원,경기 광명시 가림로201번안길 0-0,경기도 광명시,151,공원,"['연인', '기타가족', '친구']"
하이탑필드,경기 광명시 철망산로 87-0,경기도 광명시,597,축구,"['연인', '기타가족', '친구']"
광명시립야구장,경기 광명시 하안로 30-19,경기도 광명시,2298,야구,"['연인', '기타가족', '친구']"
렛츠런CCC광명지점,경기 광명시 디지털로 29-0,경기도 광명시,1991,골프,"['연인', '기타가족', '친구']"
운학정,경기 광명시 가림로 59-0,경기도 광명시,193,기타육상스포츠,"['연인', '기타가족', '친구']"
현충탑,경기 광명시,경기도 광명시,155,역사유적지,"['연인', '기타가족', '친구']"
영회원,경기 광명시,경기도 광명시,859,역사유적지,"['연인', '기타가족', '친구']"
구름산산림욕장,경기 광명시,경기도 광명시,713,수목원/휴양림,"['연인', '기타가족', '친구']"
철산상업지구,경기 광명시,경기도 광명시,3534,테마파크,"['연인', '기타가족', '친구']"
광명안양천물놀이장,경기 광명시,경기도 광명시,2881,테마파크,"['연인', '기타가족', '친구']"
블루라군광명점,경기 광명시 도덕공원로 17-0,경기도 광명시,473,테마파크,"['연인', '기타가족', '친구']"
베스트키즈풀,경기 광명시 하안로288번길 12-0,경기도 광명시,313,테마파크,"['연인', '기타가족', '친구']"
롯데시네마광명아울렛,경기 광명시 일직로 17-0,경기도 광명시,11689,영화관,"['연인', '기타가족', '친구']"
CGV광명역,경기 광명시 일직로 43-0,경기도 광명시,8625,영화관,"['연인', '기타가족', '친구']"
메가박스광명AK플라자,경기 광명시 양지로 17-0,경기도 광명시,6429,영화관,"['연인', '기타가족', '친구']"
롯데시네마광명,경기 광명시 오리로 970-0,경기도 광명시,4182,영화관,"['연인', '기타가족', '친구']"
메가박스광명소하,경기 광명시 소하로 190-0,경기도 광명시,730,영화관,"['연인', '기타가족', '친구']"
소나무예술극장,경기 광명시 하안로288번길 15-0,경기도 광명시,562,극장,"['연인', '기타가족', '친구']"
광명극장,경기 광명시 철망산로 2-0,경기도 광명시,535,극장,"['연인', '기타가족', '친구']"
광명동굴대한민국와인페스티벌,경기 광명시 가학로85번길 142-0,경기도 광명시,139,축제,"['연인', '기타가족', '친구']"
광명업사이클아트센터,경기 광명시 가학로85번길 142-0,경기도 광명시,1585,문화센터,"['연인', '기타가족', '친구']"
아이벡스스튜디오,경기 광명시 양지로 17-0,경기도 광명시,2522,촬영지,"['연인', '기타가족', '친구']"
